numBtSamps,numVarSplit,avgcvMSE,avgcvErrFrac
900,11,3978.109187323763,0.19041249411042835
1500,11,3978.5419425200744,0.19028221486431818
2100,11,3970.8129065858066,0.18991816713976584
2400,11,3978.027777357206,0.1903594434907914
3e3,11,3978.4613504529216,0.19030621378758697
900,12,3953.222166670968,0.18917894459937132
1500,12,3959.157051464099,0.18948950698994124
2100,12,3955.4970100350947,0.18914824592508114
2400,12,3958.027870960539,0.18944726056828445
3e3,12,3950.906147568815,0.18907558888196754
900,13,3940.2989170772644,0.18851458233531734
1500,13,3940.278379812866,0.1885154576426126
2100,13,3936.9925678333875,0.18830281235126697
2400,13,3938.9392702995165,0.18841243829565063
3e3,13,3937.806317691751,0.1885151551323168
900,14,3945.5500353425064,0.1887290160917341
1500,14,3937.2904202006466,0.18841521590286245
2100,14,3926.3628390368017,0.18788665369898344
2400,14,3938.2548855456826,0.18845350788323084
3e3,14,3931.7085752881344,0.1880257721764738
900,15,3927.9031994599927,0.1879884554417928
1500,15,3922.622908314838,0.18771412690202188
2100,15,3926.477948989662,0.1877761145729908
2400,15,3929.8222352002185,0.18805906838386718
3e3,15,3925.873695241191,0.18783393597778797
900,16,3937.126850157469,0.18841005191896723
1500,16,3930.6670212815425,0.18805325830806324
2100,16,3920.7668617623367,0.1875907782078498
2400,16,3928.8167904569727,0.187990643399406
3e3,16,3923.1320394170607,0.18768638541934624
900,17,3932.4188299456086,0.18805921869814113
1500,17,3931.7758432337814,0.1880787111852456
2100,17,3929.0438754135466,0.18789783958728587
2400,17,3927.26983441081,0.18789879690075653
3e3,17,3927.5459990169024,0.1878836088736648
900,18,3951.049129373638,0.189060750850568
1500,18,3939.7722722634658,0.1884685600158016
2100,18,3935.6517367553647,0.18825996146765903
2400,18,3936.2945613697984,0.18827094969830752
3e3,18,3934.2813357472146,0.1883058720070196
900,19,3952.5686259643476,0.18922600875835743
1500,19,3935.9236236110332,0.18841855072048927
2100,19,3945.6494399429475,0.1888110240157791
2400,19,3946.7854001412325,0.1888020859650753
3e3,19,3948.123162228916,0.188914126875258
900,20,3957.7378268519583,0.1896476139209176
1500,20,3956.432839140622,0.1893088949684208
2100,20,3954.443017089331,0.189258956987783
2400,20,3952.9445785563107,0.18908996866641756
3e3,20,3948.2709475324586,0.18890433611352125
900,21,3973.5760272520647,0.1901542740427005
1500,21,3968.0068937354367,0.18994904472781887
2100,21,3965.4017293998077,0.1897909852522966
2400,21,3970.835174755757,0.19008511544117657
3e3,21,3964.6832739377737,0.18967819300508545
900,22,3982.076310792455,0.19058586772545041
1500,22,3979.322277356718,0.19054456776903173
2100,22,3971.575327445173,0.18996995312505977
2400,22,3983.909057965526,0.1906394847583905
3e3,22,3975.3415062761774,0.19018836413200385
900,23,3991.5639291893226,0.19097469677032708
1500,23,3989.259402171329,0.1910203227478801
2100,23,3981.3122116981967,0.19060143489801035
2400,23,3987.348776830745,0.19080373876111886
3e3,23,3987.3574919398743,0.19082204687699114
900,24,4010.6110559944696,0.1920514039263821
1500,24,3996.2477213325437,0.19121283110796453
2100,24,3996.9315436570196,0.19138522432325705
2400,24,3998.7381192214652,0.19134580884029798
3e3,24,3999.82721004884,0.1913750094389066
