"dayOmit","subjOmit","subjactual","yactual","yhat","resid"
0,"A1","A1",0,365.083583333334,-365.083583333334
0,"A1","A2",0,111.454494444444,-111.454494444444
0,"A1","A3",0,67.9314111111111,-67.9314111111111
0,"A1","A4",0,258.687644444445,-258.687644444445
0,"A1","A5",0,204.795283333333,-204.795283333333
0,"A1","A6",0,152.868227777778,-152.868227777778
0,"A1","A1",27,103.702677777778,-76.7026777777779
0,"A1","A1",57,115.183116666667,-58.1831166666667
0,"A1","A1",87,93.5620722222222,-6.56207222222218
0,"A1","A1",149,202.924388888888,-53.9243888888884
0,"A1","A1",326,345.301588888889,-19.301588888889
0,"A1","A1",390,385.072288888888,4.92771111111159
0,"A1","A1",448,367.2382,80.7618000000003
0,"A1","A1",734,413.054755555555,320.945244444445
0,"A1","A1",930,910.153905555555,19.8460944444452
0,"A1","A1",1130,1324.84283888889,-194.842838888889
0,"A1","A1",1326,1216.00619444444,109.993805555556
0,"A1","A1",1516,1250.76293888889,265.237061111112
0,"A1","A1",1703,1054.76427222222,648.235727777778
0,"A2","A1",0,353.862038888889,-353.862038888889
0,"A2","A2",0,98.1410944444444,-98.1410944444444
0,"A2","A3",0,65.1843833333333,-65.1843833333333
0,"A2","A4",0,294.950683333333,-294.950683333333
0,"A2","A5",0,223.393011111111,-223.393011111111
0,"A2","A6",0,158.250566666667,-158.250566666667
0,"A2","A2",27,89.0497833333333,-62.0497833333333
0,"A2","A2",57,123.146161111111,-66.1461611111112
0,"A2","A2",87,172.086011111111,-85.0860111111112
0,"A2","A2",149,451.317227777778,-302.317227777778
0,"A2","A2",209,316.706522222222,-107.706522222222
0,"A2","A2",267,298.539144444444,-31.5391444444443
0,"A2","A2",326,313.003227777778,12.9967722222223
0,"A2","A2",390,362.929344444444,27.0706555555556
0,"A2","A2",448,485.069161111111,-37.069161111111
0,"A2","A2",734,775.574055555556,-41.5740555555562
0,"A2","A2",930,1154.4449,-224.4449
0,"A2","A2",1130,1188.23254444444,-58.232544444443
0,"A2","A2",1326,1166.77091111111,159.229088888889
0,"A2","A2",1516,1235.40952777778,280.590472222223
0,"A2","A2",1703,1489.18818888889,213.811811111112
0,"A3","A1",0,487.206894444445,-487.206894444445
0,"A3","A2",0,80.6469833333334,-80.6469833333334
0,"A3","A3",0,63.8436666666667,-63.8436666666667
0,"A3","A4",0,372.857394444445,-372.857394444445
0,"A3","A5",0,193.408322222222,-193.408322222222
0,"A3","A6",0,152.524572222222,-152.524572222222
0,"A3","A3",27,352.931166666667,-325.931166666667
0,"A3","A3",57,130.6867,-73.6867
0,"A3","A3",87,438.124072222222,-351.124072222222
0,"A3","A3",149,386.975344444444,-237.975344444444
0,"A3","A3",209,265.960527777778,-56.9605277777775
0,"A3","A3",267,253.201561111111,13.7984388888894
0,"A3","A3",326,241.179911111111,84.8200888888889
0,"A3","A3",390,442.90405,-52.9040499999998
0,"A3","A3",448,536.388577777778,-88.3885777777784
0,"A3","A3",734,884.25783888889,-150.25783888889
0,"A3","A3",930,1019.87746111111,-89.8774611111108
0,"A3","A3",1326,1384.72082777778,-58.7208277777756
0,"A3","A3",1516,1409.40652777778,106.593472222223
0,"A3","A3",1703,1157.49179444444,545.508205555555
0,"A4","A1",0,351.741344444445,-351.741344444445
0,"A4","A2",0,132.032222222222,-132.032222222222
0,"A4","A3",0,55.0438055555556,-55.0438055555556
0,"A4","A4",0,239.665677777778,-239.665677777778
0,"A4","A5",0,258.878638888889,-258.878638888889
0,"A4","A6",0,195.330566666667,-195.330566666667
0,"A4","A4",27,389.393055555556,-362.393055555556
0,"A4","A4",57,113.388533333333,-56.3885333333333
0,"A4","A4",87,150.131155555556,-63.1311555555556
0,"A4","A4",149,255.599038888889,-106.599038888889
0,"A4","A4",267,437.524261111111,-170.524261111111
0,"A4","A4",326,365.977372222222,-39.977372222222
0,"A4","A4",390,423.338572222222,-33.3385722222222
0,"A4","A4",448,510.463955555555,-62.4639555555549
0,"A4","A4",734,605.199011111111,128.800988888889
0,"A4","A4",930,541.431111111111,388.568888888889
0,"A4","A4",1130,745.334427777777,384.665572222223
0,"A4","A4",1326,1080.32277777778,245.677222222222
0,"A4","A4",1516,1445.28902222222,70.7109777777782
0,"A4","A4",1703,1063.16087222222,639.839127777777
0,"A5","A1",0,303.820666666667,-303.820666666667
0,"A5","A2",0,151.266505555556,-151.266505555556
0,"A5","A3",0,76.2990555555556,-76.2990555555556
0,"A5","A4",0,319.17725,-319.17725
0,"A5","A5",0,312.264411111111,-312.264411111111
0,"A5","A6",0,242.905938888889,-242.905938888889
0,"A5","A5",27,133.539855555556,-106.539855555556
0,"A5","A5",57,142.750822222222,-85.7508222222223
0,"A5","A5",87,309.047683333333,-222.047683333333
0,"A5","A5",149,317.20365,-168.20365
0,"A5","A5",209,235.377961111111,-26.3779611111111
0,"A5","A5",267,334.269977777778,-67.2699777777775
