cvRMSE,cvRsq
225.80775076350582,0.8713872391733863
179.91906765411073,0.8515622009852322
219.1857126757722,0.8445666434947721
231.66488547871776,0.7439827806395335
258.9228560899776,0.785456533628059
219.89704865485263,0.86922688518664
228.66942155432466,0.8275992003860702
232.99253070365964,0.8169905789149254
189.5119917581562,0.8326131678829988
182.0298396754398,0.8724231359790992
243.38695356764447,0.8391252739919726
209.7492163681562,0.8453933004854524
162.27480937195642,0.8887892141789081
164.8750984262174,0.7993985707273054
188.90044349265364,0.884096374133385
219.16589305776364,0.7396593154578505
236.52352475411953,0.7985464068703827
220.79184555376943,0.7926306957395943
243.41644847599787,0.7423263396580118
254.85708199773495,0.6986524067839818
185.31151982701925,0.8632646602657732
166.4504556937442,0.8592112081359808
225.2626288794948,0.8657533258234217
278.62991580702226,0.7938500959477095
303.17491364997176,0.6994292294693347
218.71089639129337,0.8332290660899501
233.40630376254146,0.823394859334606
121.73194619972163,0.9255670614484893
206.0370166371574,0.8737175719019151
260.12484559788084,0.7775007261283904
240.24177276649522,0.7661156992949322
235.0784743747849,0.7592987082153928
168.41554944879462,0.8812205728202129
208.39488628517665,0.862183452290348
239.3092680265756,0.8395088387289678
231.47154711442627,0.843124763748191
257.2003671950518,0.7883257583698677
155.5465748217992,0.7971178584056743
205.67910160255744,0.8413310481087684
172.83356433541556,0.8849987969916081
245.02560965637363,0.6844169075937299
169.35239957603898,0.8874292932870516
235.73015220193247,0.8285847619443358
320.5471529657499,0.7260180016842745
303.9281799079685,0.7347053167570226
259.6104515862694,0.8263382456742072
219.91055063723095,0.8213149763394936
198.15518216322585,0.8868473351578112
200.30576720942256,0.8822198769287835
122.63515854772146,0.9395137621784925
247.48928707294306,0.8343337437084732
248.59552375908368,0.699565833901732
222.76380204240195,0.8419322402190452
236.53769011416676,0.8601175201182549
229.0520712242974,0.8568665714472453
260.21441976359625,0.7742967359098444
186.55097721566497,0.9106947037165873
255.93668739650326,0.8290949392132212
220.58303620641243,0.7815849123247663
175.21668675903203,0.821032979892533
235.470362231865,0.8514943037629673
192.26866550124967,0.8729054751861112
236.0018456672953,0.8300224343597986
225.89860168740134,0.8320327223166044
218.92320708225046,0.8557080803107621
217.6531301734653,0.8292091458035973
268.73946654294747,0.7569721740248991
249.21453916746776,0.8294055608340181
201.64799849736664,0.8507312016881803
206.3923035520136,0.8536150265553231
206.11948642252017,0.8630840224303207
280.1129817768464,0.7778405286634282
228.38165718049643,0.8398830391181586
211.64206786442412,0.8482678524866558
227.15017990108436,0.8532100871993695
173.5899639788029,0.829637644320732
206.63286107216962,0.8460558813033214
156.78755566691,0.8912909387918306
140.36153234551495,0.9306701575803867
257.25205674459653,0.8204135127455507
231.20616184163686,0.8228206308542487
228.71703783407597,0.7876591870311412
203.79054766881416,0.8768721395175939
185.43344968446493,0.8408435224162486
267.02639477569744,0.7993836740622382
155.774408358688,0.8643335041690847
184.54476893406488,0.8158988489538354
224.39239858360943,0.8622321981290626
286.1083152358423,0.792333126609489
163.29474940577842,0.9088350375111953
234.7837048253971,0.8165138210032294
200.2601532721593,0.8396361532056671
184.36002515096158,0.871895866639663
218.3149101648363,0.8348730616367795
212.14550780507145,0.8344315965885429
246.83271303143914,0.8270020834016839
191.183297419007,0.8811958531626729
