cvMSE,cvErrFrac
46364.09713763718,0.11736989598626704
30706.515688423453,0.10633710103990897
53981.231700570745,0.16424282085565667
30906.35060718127,0.10885516021025801
43398.020520015256,0.1288516788049008
50673.87734578198,0.1699857303125433
46810.145895046604,0.13124924663479384
50065.623061557366,0.1552646424196484
43739.8431672927,0.19607503715710425
45502.34587336113,0.12291552485336424
59029.892194386346,0.18050982805161156
26933.3551272738,0.09206176646237535
48257.60826504858,0.1521290296587007
54556.69753053205,0.1557194222374695
27065.042749238226,0.10739781559597864
30754.225170302205,0.11960557830106151
50071.723305259795,0.23349317060003028
30301.824547367713,0.1169048365022522
19892.34117103329,0.12987736274799214
86895.67731382612,0.25770324592833227
43915.147445805385,0.1929974376183065
33409.66613504911,0.13218713232756657
43118.07014559577,0.1544155308195514
52462.7716999546,0.25270914814592293
22899.882081447784,0.08307003645790972
54316.900974584605,0.19945973078532853
49420.43364768856,0.16092249188133584
54364.49271722705,0.1326984097739266
65983.50872323845,0.24269083289290452
63007.70559471185,0.187537891352488
62742.308723265836,0.18126974469415263
53426.48813722723,0.12749424307285162
57099.58555223284,0.26422692623552085
52441.78016362246,0.15464366470128244
27032.603461034225,0.12213869021885555
27221.128107091645,0.11690432831545773
35493.00082974163,0.21307298547468556
32754.09566892858,0.11232664841086251
34899.2664364111,0.13484588743534306
47055.72165781098,0.11928276197447307
51886.67951648229,0.1425937361612812
34468.720720147016,0.11218428315959056
65725.61118037654,0.25162470913306517
72364.4833149732,0.23507118719746092
59740.889511556445,0.23801405240693738
47608.81035626024,0.1959632136866062
63530.51693805555,0.23690923702390007
17517.743670516782,0.07062754678099706
33540.80752168067,0.13048365543969628
64917.34252019593,0.19516837773084053
92203.82183127619,0.26931338933543497
80176.83875109706,0.28306052838230483
61275.484157171406,0.17810877169931685
26973.5021994281,0.11135283545048538
60580.751166403854,0.16432476560486955
54551.75327135204,0.1429807734965618
34551.185299786324,0.10429852153919751
25714.466243097828,0.12084415890099216
51029.005647248676,0.15500842531297623
58103.82710278258,0.19764925367135897
40675.48560845731,0.12869015079975482
46846.093831844366,0.1537386881088632
34140.589669470544,0.08699472669530015
58971.73686053963,0.1466932048618894
20805.409590927167,0.07463130517539793
35689.82314341244,0.09061127391315574
45085.759152292274,0.1255379395455726
35788.35022510096,0.15120632101034703
