cvMSE,cvErrFrac
20394.231720239863,0.06303287521784182
27380.75002722332,0.13874482545392702
47158.515167943864,0.1617342641165277
48859.24757872766,0.154228907454837
56310.382325437735,0.23051050717076424
66871.79555956917,0.24349116682636746
60452.74868950807,0.14643472811220312
23796.395368758735,0.09619374296714477
36803.29873751526,0.0987138080339601
29069.149868720728,0.09265513485544336
49810.97681909886,0.12598837741350857
26829.636976691312,0.07277079463268309
48466.305628977316,0.13791596443271784
42503.40841440189,0.15312353155124453
48588.39762740954,0.14307673336996252
41949.42030280185,0.13693944284960455
28038.248272987206,0.10743530333637434
21977.042895596955,0.17903783503044404
52409.73284667446,0.21206647994557706
55408.94692749184,0.153592240670124
43537.56014377934,0.11652156277298678
21072.84153682125,0.09390742114932689
36111.65768291178,0.12619613753189887
48948.109351111656,0.13374021419904883
11390.097862706703,0.06989762670880556
58220.47557242677,0.1656594245618302
53636.12624360538,0.14966778484995782
44447.548051443235,0.10677507550745173
72959.39358266446,0.2130100458864764
67919.2196191244,0.1931793626584441
63320.06924895913,0.18895159637230477
28014.94961398192,0.07882081538694038
78293.77958440577,0.17362129467477563
48790.694377028754,0.18912390415216643
29210.55638909864,0.1044433597559609
31092.285065114826,0.09726876062834854
42332.54708513127,0.22998234464685827
38330.977824392125,0.20796080021373128
53705.044347865565,0.14375426579067682
28975.386006751556,0.09762537075483117
41692.61131187758,0.09621349638087968
36240.80737305382,0.11487711682241124
31608.61945760612,0.11895685989749069
35397.8570216105,0.1518341263860214
85181.81733893401,0.23574977883758857
37236.087438263174,0.12435457445565727
34698.81319651327,0.10202985140158441
65973.96603741513,0.20654616435621778
40028.74896392723,0.15303860957881424
46072.41423604676,0.1317194665405823
71661.06977456715,0.1525225041274273
30483.081332294783,0.07389678162260682
76796.15820893069,0.22916344324700796
41384.623825562274,0.13875209214893675
59956.813581854316,0.20169104366820978
59123.622698182386,0.18351072050518275
59016.767412266876,0.18586016889335774
26585.894656225286,0.10292074345966312
63919.00157636774,0.16058131920231464
50298.4518319684,0.14805173137478714
41383.878656618224,0.14331824277898902
56077.81395268223,0.25907055000567347
33923.19386971117,0.14959176361588516
23593.672210714925,0.08526928413176807
57135.79628567371,0.16068809298548642
33904.19200009384,0.1071099066785948
26978.267532989532,0.11632718952286193
54171.22542132812,0.15468231680712852
27096.711245189326,0.13067441315248282
59225.966319820785,0.20696405649038863
17350.594496090594,0.06436672217238926
40016.438543547796,0.16795219194455852
64435.16390325596,0.19306207439857548
45847.676234050625,0.2734924674432651
57223.91734159552,0.1851291295708548
60589.353588135426,0.1385343123352881
41426.06420269033,0.11742142811145224
77319.84511810033,0.20162282712430565
