numBtSamps,numVarSplit,avgcvMSE,avgcvErrFrac
900,12,3565.9195017980787,0.17429514038727337
1500,12,3564.660626510423,0.1741036833084731
2100,12,3567.9555118609014,0.17426730604783025
2400,12,3564.956798339863,0.1741394968050674
3e3,12,3564.588732340979,0.17410013275791483
900,13,3555.3373575796045,0.1738440862211065
1500,13,3553.0611524043734,0.17372942700617133
2100,13,3555.9401214751583,0.1737732745662547
2400,13,3553.5186544315557,0.17362641595370132
3e3,13,3553.3156892884012,0.1736256474622191
900,14,3553.1453697570123,0.1737083500712972
1500,14,3552.2547735484404,0.17368169940608463
2100,14,3548.5649945447476,0.17343674388810507
2400,14,3549.261961071859,0.17353775417199482
3e3,14,3553.4161379064926,0.17373079702660915
900,15,3559.326813918136,0.17400997957163936
1500,15,3552.2365380549636,0.17379539112590686
2100,15,3547.336054592566,0.17342126603693334
2400,15,3549.5618655846247,0.17352151539789937
3e3,15,3549.9603313501984,0.17358541376737155
900,16,3554.9805871902827,0.17384043406687857
1500,16,3556.128387443832,0.17393750149813325
2100,16,3555.6574138887295,0.1739365392237443
2400,16,3553.7848260686455,0.17386063806815544
3e3,16,3549.4574983786174,0.1736168434728163
900,17,3559.6908944934953,0.17425878656467317
1500,17,3556.99200394268,0.17402514908043248
2100,17,3558.880671308311,0.17406436764469116
2400,17,3557.831604033957,0.17413749837782352
3e3,17,3556.048386532885,0.17407043639318204
900,18,3566.6503533033997,0.17467329163257392
1500,18,3565.8127724817973,0.1744745436109357
2100,18,3562.561520043178,0.1744170130575639
2400,18,3561.0199082971258,0.17424762473902977
3e3,18,3560.9795672317837,0.17433813935788695
