numBtSamps,numVarSplit,avgcvMSE,avgcvErrFrac,avgsqrtcvMSE,avgsqrtcvErrFrac,avgorigUnitsqrtcvMSE,avgorigUnitsqrtcvErrFrac
4e3,10,45097.74612425155,0.167190325380818,17.912196877852576,0.1355866518350726,56064.915175988805,0.19914518850433396
5e3,10,44962.019495473236,0.1668048014923008,17.864328824135452,0.13544007505085234,55895.74898794978,0.19886474030595044
4e3,15,42336.51596933208,0.15724396971796412,17.344624915711155,0.13194147317540209,53243.60168355749,0.19092532090496436
5e3,15,42203.333005264954,0.15720792893939772,17.23339163851903,0.1311107187297974,52920.82637596621,0.18976020954926331
4e3,20,40511.57820975062,0.15090115318980205,17.146411927464083,0.13091194253832994,51386.56334329091,0.1857949136971888
5e3,20,40624.739039472,0.15175987298120971,17.136208804939915,0.13054524461290937,51428.64793614964,0.18541493752614174
4e3,25,39787.7867207936,0.14891638440282814,17.25365515254378,0.1320361429350651,50563.067286420446,0.18390860627362257
5e3,25,40011.97705536682,0.14989623123380608,17.18191169557424,0.1314497017631135,50313.8861932482,0.1828117739316616
4e3,30,39634.3829154492,0.14881564906404737,17.497876892670153,0.13408154988871274,49852.79921664639,0.1823116277839347
5e3,30,39594.30971898749,0.14854195500055548,17.48959217876528,0.13403408542277567,49874.30496872592,0.18241566355321875
4e3,35,39824.975182251146,0.1502210095136007,17.702320507926107,0.13593281512879332,49258.89144937629,0.18163719517068894
5e3,35,39813.29826080498,0.1500976881104666,17.707128044485458,0.13592239279557544,49184.784218909765,0.18100536921014837
4e3,40,40215.037057707064,0.15205206716024225,18.092699059389865,0.13920372595261837,49049.26529333912,0.18163492101037806
5e3,40,40205.3844444274,0.15186697389803352,18.077431098960005,0.13907835277043526,49135.14601411993,0.18174137001207005
