numBtSamps,numVarSplit,avgcvMSE,avgcvErrFrac
300,7,61099.99406949299,0.20738867219020618
900,7,60711.69561555774,0.2061830720648015
2100,7,60669.6556941382,0.20605520679800773
3e3,7,60644.16180857103,0.20592455443701194
300,8,60545.644536212385,0.20556763915074946
900,8,60587.01788530615,0.20559377468266213
2100,8,60360.68422823719,0.20489445243293727
3e3,8,60346.6345580408,0.20482693674794245
300,9,60519.162295426875,0.20543431311855367
900,9,60295.8937640234,0.20468442069021744
2100,9,60335.472926653725,0.2047553206712237
3e3,9,60342.538243951494,0.20477898062959896
300,10,60567.58712328307,0.2056492635916516
900,10,60593.26591960747,0.20563380428131842
2100,10,60539.55642263314,0.20545559401900138
3e3,10,60570.48069250627,0.2055221291713377
300,11,61260.82653261477,0.2079422049072624
900,11,61020.18033055918,0.20706145744818852
2100,11,60890.73446000945,0.20669635963005253
3e3,11,60899.87497402394,0.20660862697892463
