"days","degdays","subj","taxa","counts","fracBySubjDay"
0,0,"A1","Aerococcaceae",1083,0.0247316738981503
0,0,"A1","Alcaligenaceae",39,0.000890614295501256
0,0,"A1","Aspergillaceae",2205,0.0503539620918018
0,0,"A1","Bacillaceae",200,0.00456725279744234
0,0,"A1","Bacillariophyceae",571,0.0130395067366979
0,0,"A1","Bifidobacteriaceae",179,0.00408769125371089
0,0,"A1","Bradyrhizobiaceae",44,0.00100479561543731
0,0,"A1","Brevibacteriaceae",1107,0.0252797442338433
0,0,"A1","Carnobacteriaceae",424,0.00968257593057776
0,0,"A1","Caulobacteraceae",47,0.00107330440739895
0,0,"A1","Clostridiaceae",2581,0.0589403973509934
0,0,"A1","Coleoptera",6,0.00013701758392327
0,0,"A1","Collembola",4,9.13450559488468e-05
0,0,"A1","Comamonadaceae",172,0.00392783740580041
0,0,"A1","Corynebacteriaceae",1127,0.0257364695135876
0,0,"A1","Debaryomycetaceae",1319,0.0301210321991322
0,0,"A1","Dermabacteraceae",808,0.018451701301667
0,0,"A1","Didymellaceae",36,0.000822105503539621
0,0,"A1","Dietziaceae",353,0.00806120118748573
0,0,"A1","Dipodascaceae",9,0.000205526375884905
0,0,"A1","Diptera",589,0.0134505594884677
0,0,"A1","Enterobacteriaceae",88,0.00200959123087463
0,0,"A1","Enterococcaceae",500,0.0114181319936058
0,0,"A1","Fabales",23,0.000525234071705869
0,0,"A1","Flavobacteriaceae",342,0.0078100022836264
0,0,"A1","Fusobacteriaceae",0,0
0,0,"A1","Haptoria",7,0.000159853847910482
0,0,"A1","Intrasporangiaceae",279,0.00637131765243206
0,0,"A1","Lachnospiraceae",461,0.0105275176981046
0,0,"A1","Lactobacillaceae",719,0.0164192738068052
0,0,"A1","Leuconostocaceae",49,0.00111897693537337
0,0,"A1","Lichtheimiaceae",599,0.0136789221283398
0,0,"A1","Microbacteriaceae",132,0.00301438684631194
0,0,"A1","Micrococcaceae",307,0.00701073304407399
0,0,"A1","Moraxellaceae",954,0.0217857958438
0,0,"A1","Mucoraceae",648,0.0147978990637132
0,0,"A1","Neogregarinorida",1,2.28362639872117e-05
0,0,"A1","Oxalobacteraceae",38,0.000867778031514044
0,0,"A1","Paraprevotellaceae",457,0.0104361726421557
0,0,"A1","Peptostreptococcaceae",122,0.00278602420643983
0,0,"A1","Peronosporomycetes",577,0.0131765243206211
0,0,"A1","Phaeosphaeriaceae",15,0.000342543959808175
0,0,"A1","Pichiaceae",571,0.0130395067366979
0,0,"A1","Planococcaceae",729,0.0166476364466773
0,0,"A1","Poales",1644,0.037542817994976
0,0,"A1","Porphyromonadaceae",74,0.00168988353505367
0,0,"A1","Prevotellaceae",259,0.00591459237268783
0,0,"A1","Pseudomonadaceae",405,0.00924868691482074
0,0,"A1","Rare",5742,0.13112582781457
0,0,"A1","Rhabditida",1975,0.0451016213747431
0,0,"A1","Rhizaspididae",476,0.0108700616579128
0,0,"A1","Rhizobiaceae",42,0.000959123087462891
