"days","degdays","subj","taxa","counts","fracBySubjDay","type"
0,0,"A4","Mucoraceae",1162,0.0504866180048662,"euk"
0,0,"A4","Neogregarinorida",0,0,"euk"
0,0,"A4","Oligohymenophorea",57,0.00247653806047967,"euk"
0,0,"A4","Opiliones",0,0,"euk"
0,0,"A4","Peronosporomycetes",0,0,"euk"
0,0,"A4","Phaeosphaeriaceae",4,0.000173792144595064,"euk"
0,0,"A4","Phaffomycetaceae",287,0.0124695863746959,"euk"
0,0,"A4","Pichiaceae",1113,0.0483576642335766,"euk"
0,0,"A4","Poales",627,0.0272419186652763,"euk"
0,0,"A4","Ranunculales",0,0,"euk"
0,0,"A4","Rare",372,0.016162669447341,"euk"
0,0,"A4","Rhabditida",8707,0.378302050747306,"euk"
0,0,"A4","Rhizaspididae",4,0.000173792144595064,"euk"
0,0,"A4","Rhizopodaceae",399,0.0173357664233577,"euk"
0,0,"A4","Rhynchogastremataceae",0,0,"euk"
0,0,"A4","Saccharomycetaceae",116,0.00503997219325686,"euk"
0,0,"A4","Saccharomycodaceae",0,0,"euk"
0,0,"A4","Sapindales",10,0.000434480361487661,"euk"
0,0,"A4","Schizosaccharomycetaceae",0,0,"euk"
0,0,"A4","Sphaeropleales",0,0,"euk"
0,0,"A4","Sporidiobolaceae",186,0.00808133472367049,"euk"
0,0,"A4","Taphrinaceae",0,0,"euk"
0,0,"A4","Trichosporonaceae",4612,0.200382342718109,"euk"
0,0,"A4","Trichostomatia",959,0.0416666666666667,"euk"
0,0,"A4","Trypanosomatida",8,0.000347584289190129,"euk"
0,0,"A4","Ustilaginaceae",0,0,"euk"
0,0,"A5","Acari",0,0,"euk"
0,0,"A5","Apiales",0,0,"euk"
0,0,"A5","Ascaridida",1,0.000291800408520572,"euk"
0,0,"A5","Aspergillaceae",24,0.00700320980449373,"euk"
0,0,"A5","Asterales",0,0,"euk"
0,0,"A5","Bacillariophyceae",2,0.000583600817041144,"euk"
0,0,"A5","Chlamydomonadales",21,0.00612780857893201,"euk"
0,0,"A5","Chromulinales",4,0.00116720163408229,"euk"
0,0,"A5","Cladosporiaceae",3,0.000875401225561716,"euk"
0,0,"A5","Coleoptera",0,0,"euk"
0,0,"A5","Collembola",0,0,"euk"
0,0,"A5","Cystofilobasidiaceae",0,0,"euk"
0,0,"A5","Debaryomycetaceae",221,0.0644878902830464,"euk"
0,0,"A5","Didymellaceae",0,0,"euk"
0,0,"A5","Dipodascaceae",0,0,"euk"
0,0,"A5","Diptera",24,0.00700320980449373,"euk"
0,0,"A5","Eimeriorina",18,0.00525240735337029,"euk"
0,0,"A5","Eustigmatales",0,0,"euk"
0,0,"A5","Fabales",19,0.00554420776189087,"euk"
0,0,"A5","Haptoria",0,0,"euk"
0,0,"A5","Herpotrichiellaceae",0,0,"euk"
0,0,"A5","Hypotrichia",5,0.00145900204260286,"euk"
0,0,"A5","Lichtheimiaceae",1,0.000291800408520572,"euk"
0,0,"A5","Malasseziaceae",0,0,"euk"
0,0,"A5","Mucoraceae",17,0.00496060694484972,"euk"
0,0,"A5","Neogregarinorida",0,0,"euk"
0,0,"A5","Oligohymenophorea",176,0.0513568718996207,"euk"
