numBtSamps,numVarSplit,avgcvMSE,avgcvErrFrac,avgsqrtcvMSE,avgsqrtcvErrFrac,avgorigUnitsqrtcvMSE,avgorigUnitsqrtcvErrFrac
720,22,4865.409999527669,0.24311657133877834,7.491118359728203,0.19720759134271285,4641.4530003284235,0.22641719821509268
1200,22,4871.399966598373,0.243323869347072,7.485227894611642,0.19679485223001425,4639.873238219521,0.22608277496470597
2400,22,4867.812707050418,0.24320886203348932,7.483007226379153,0.19684119308871925,4642.917796744204,0.22622641215128678
3e3,22,4865.114839452541,0.24299533540332724,7.479006450417768,0.1966630418176407,4631.469772353389,0.225677287285891
720,23,4869.819456184486,0.24359352963125913,7.496907598317357,0.19732788242455457,4642.338401546491,0.2265706366080606
1200,23,4871.640475761495,0.2434443344162106,7.482765427260016,0.19694329120167106,4625.260284722854,0.225686812305476
2400,23,4866.704798521151,0.24316137891580625,7.476461814995798,0.19679536439061301,4627.770378233592,0.22569864059203418
3e3,23,4856.739244612053,0.2427414521292768,7.4762224780981645,0.19674224107958582,4627.059376411108,0.22565900027589417
720,24,4887.262370164894,0.24443221350996647,7.4644053547202045,0.19651173866843938,4616.75130160273,0.22535705730264774
1200,24,4868.156482758884,0.24337319250708794,7.466552524877549,0.19676260155519942,4623.209391228801,0.22578860776428655
2400,24,4876.228527629991,0.24375018721173,7.469318830599121,0.19670942388163848,4620.846096541396,0.22555078891971686
3e3,24,4863.754632240643,0.24308541526923255,7.460778642797182,0.19652925403731902,4617.623777827102,0.22547353269818884
720,25,4880.417270657037,0.24407741561303453,7.4632636612235785,0.1968142837765706,4611.797097292123,0.22550481709861186
1200,25,4880.6957529559495,0.24411474614686796,7.454460437979244,0.19656437136387833,4608.597940857902,0.22534455130796863
2400,25,4868.662030172736,0.24346616204307314,7.460116526651311,0.19660138248175865,4610.761000695732,0.22534070300946146
3e3,25,4869.729360075569,0.24345652677750612,7.455128062304234,0.19650637058151396,4607.083962975715,0.2252311414054071
720,26,4897.851454116631,0.24489676124654683,7.4747158127036935,0.19713145897140816,4613.829721143776,0.22552743571497488
1200,26,4884.177727277585,0.24420562226075265,7.456785852458924,0.19667187210705384,4607.272538138181,0.22533036820623542
2400,26,4879.141940598706,0.2440240365100085,7.464884004074522,0.1968863292057187,4603.691334016968,0.22529214855727167
3e3,26,4886.2862803351145,0.24431902093831093,7.452389592190544,0.1965470087254397,4601.110161927618,0.2250421875289212
