numBtSamps,numVarSplit,avgcvMSE,avgcvErrFrac
900,19,3571.3882334787286,0.1719298324343813
1500,19,3573.1407792572536,0.17222434885066823
1800,19,3575.4943820158037,0.17220789155857927
2100,19,3577.5455578615956,0.17227431687686565
2400,19,3578.962466183933,0.17236869982171862
3e3,19,3578.0200473178897,0.17237484278949702
900,20,3579.2141701257265,0.17265827852107582
1500,20,3566.784881083038,0.1721049778324303
1800,20,3576.0870549401375,0.17251179377859818
2100,20,3567.0648663377146,0.17215528710701972
2400,20,3569.8154123705212,0.1720852408575557
3e3,20,3570.2871533150396,0.17214612932045723
900,21,3569.13970707994,0.17230806504456087
1500,21,3567.7718014233305,0.17234946576686838
1800,21,3562.486042978302,0.17198260142948477
2100,21,3566.3093687780115,0.17219217183954474
2400,21,3565.320079839707,0.17213692615654588
3e3,21,3559.8168243586583,0.17191823297564396
900,22,3567.2225217639525,0.17254060028631818
1500,22,3554.6967735800936,0.1718710834886924
1800,22,3566.3785794751716,0.17254939411021342
2100,22,3554.648371377851,0.17190061010793803
2400,22,3566.7186540813964,0.17238380330896386
3e3,22,3559.326133212453,0.17210040641395083
900,23,3570.8825863737793,0.17273469033116964
1500,23,3552.939592237433,0.1718761747199079
1800,23,3568.384649951773,0.1727203651597459
2100,23,3562.3469622411817,0.17244707564286044
2400,23,3559.6076966558685,0.17230818265878384
3e3,23,3562.4652344430774,0.17249176799336158
900,24,3572.427297756683,0.17316897424657382
1500,24,3571.5077807640605,0.17302302433843794
1800,24,3569.679741891268,0.1728767648616625
2100,24,3564.6902088796405,0.17252674825593659
2400,24,3567.046999390892,0.17278162956991597
3e3,24,3565.8873941705133,0.1726552605881178
900,25,3573.7252499217993,0.17335148298228048
1500,25,3572.075646760827,0.17326073753205393
1800,25,3574.404621022567,0.17346375072434994
2100,25,3574.8893988532586,0.17348444627516058
2400,25,3569.6157142552656,0.1730608875486331
3e3,25,3569.701438179896,0.17320834693234102
900,26,3595.475981281623,0.17455008558564156
1500,26,3585.2774828401125,0.17401265810117073
1800,26,3582.1670430044323,0.17395773647695043
2100,26,3578.3447981606596,0.17370544391167037
2400,26,3582.533767205746,0.17392950268641671
3e3,26,3578.0466638705975,0.17377552794987325
