cvMSE,cvErrFrac
1855.8530463879217,0.10743845337543108
3660.42270722659,0.15115459721442093
2011.4261764306882,0.1105282121069037
3141.621816744708,0.13847877534872355
3826.3836938375007,0.14909525357256798
13146.599187916865,0.4657305240553216
2780.2288924513696,0.1427436457577078
5685.686444676132,0.17976801169004497
2344.205526856362,0.11870985384023534
2774.1418170240067,0.1551388843521674
3372.628931968744,0.14136939046561542
3516.4145033109226,0.15921403764712724
4650.773415735703,0.2824085969612142
5883.7543497946635,0.20575825095912412
5414.3860441244115,0.2148403078894526
3242.0080825975824,0.15547107433387322
7984.99594478014,0.29745716627780744
4509.249834208316,0.18082874585051395
3230.5931489425825,0.12837095060114045
3629.1654361678384,0.1422848744560634
3107.7562978461833,0.15145892822229823
3828.5815723761352,0.24851685089151734
4550.732724643306,0.28838204307635257
6984.26546657988,0.2811798548179181
5511.186384307203,0.27166581977883547
4189.847584068195,0.23851728226276286
4101.328586290047,0.2510493414962126
2990.2479170850424,0.1204583786577418
5890.1946072956525,0.33545849678718376
4790.065510948736,0.16132346145995033
4092.899184607017,0.17277215588062214
4780.739979186007,0.20339919925816669
2169.240041742459,0.10812759497308641
1029.2702841726332,0.046073033302556576
2425.4911965619735,0.11392408305279639
2847.212447525666,0.12274131772648049
3869.512080219633,0.14002711018991715
6997.508229428572,0.28496035435835343
3679.123992072595,0.2200444890669904
2928.3655392147843,0.14142238393331175
4985.587231126133,0.2202950365142604
5991.37872220481,0.3790007902807599
2135.6974809351095,0.09930820738337931
7485.939632561987,0.32773385306452646
8475.267414264317,0.3655916465525897
5159.2327757253315,0.2301753928470464
8193.311467977648,0.335737656844256
2047.025849542091,0.11982824149985899
2852.3429612005107,0.25707784513197185
3206.5300913240762,0.16594107473512373
7552.737655537334,0.3225923267932729
2908.9851244319757,0.31263465386022843
1558.2868452875225,0.08058726515200822
4300.795498996338,0.15194729931380532
3599.473321374329,0.13457819718743985
4311.567822357384,0.1812046810588095
3002.1347728161218,0.16581137918549443
4710.225149087456,0.20679573143468466
2524.577771375326,0.13777083131015105
5055.986428725427,0.3155123261358717
1870.2036023127353,0.1075497979599527
4297.351221136151,0.25789953049508124
4257.891944526144,0.1732864329992159
1802.3572815787795,0.08285493828080721
2735.5065995924806,0.14860226428653722
3072.277331408643,0.15591315247738333
3036.4095503502313,0.1595961924246102
2237.2224133188647,0.12808713690441395
3728.2326118069404,0.20153856980638796
1876.1447851776065,0.10351921027999626
5992.671945731065,0.3978933633710288
8295.342096056702,0.3898828329874135
7600.38477643265,0.24073122979986966
2449.419291201006,0.14013614781867173
4540.121835608204,0.24593376951685078
3758.793667624714,0.17629474230407735
2326.12300557224,0.15799782683458924
2097.3739939106176,0.10495791392236488
2198.794940789725,0.08825394481766616
3548.844520293527,0.11504389523415696
5075.625246209925,0.26493771593469634
3782.990326047775,0.24081387570476034
7807.209943449209,0.42465299598579687
5827.7017398463295,0.23618882477298228
2764.4043447391828,0.16273892739168014
2697.453943069437,0.20124788241688044
1349.4108147432762,0.0734236985211859
3253.7425760134647,0.1269509963662623
5815.279831789512,0.21822984639420256
7598.36110884504,0.38460016178683826
2782.9371619813924,0.17638931923543208
2802.974197175646,0.15085230978964867
7458.364679067759,0.34201481987478527
3742.6498189119516,0.2640303104006989
4765.602315964509,0.21955996087059396
3440.80551095155,0.13052378626808045
3180.220190577124,0.1349728986638944
3422.0682113627004,0.17640063591433333
4769.694429192779,0.2505783458842476
6461.667396399396,0.3531550093600463
